time,G(i),H_sun,T2m,WS10m,Int
20141020:0000,10.75,2.32,16.99,2.46,0.0
20141020:0100,0.0,0.0,16.41,1.99,0.0
20141020:0200,0.0,0.0,15.84,1.52,0.0
20141020:0300,0.0,0.0,15.26,1.05,0.0
20141020:0400,0.0,0.0,14.68,1.06,0.0
20141020:0500,0.0,0.0,14.1,1.08,0.0
20141020:0600,0.0,0.0,13.52,1.09,0.0
20141020:0700,0.0,0.0,13.03,1.12,0.0
20141020:0800,0.0,0.0,12.54,1.14,0.0
20141020:0900,0.0,0.0,12.05,1.17,0.0
20141020:1000,0.0,0.0,11.03,1.19,0.0
20141020:1100,0.0,0.0,10.0,1.2,0.0
20141020:1200,0.0,0.0,8.98,1.21,0.0
20141020:1300,0.0,0.0,10.37,1.26,0.0
20141020:1400,243.36,7.82,11.76,1.3,0.0
20141020:1500,534.72,18.46,13.15,1.34,0.0
20141020:1600,773.47,27.91,15.72,1.42,0.0
20141020:1700,948.6,35.45,18.29,1.5,0.0
20141020:1800,1051.29,40.16,20.86,1.59,0.0
20141020:1900,1073.08,41.17,21.32,2.43,0.0
20141020:2000,1011.79,38.26,21.78,3.28,0.0
20141020:2100,872.95,32.04,22.24,4.12,0.0
20141020:2200,665.72,23.45,21.01,3.59,0.0
20141020:2300,402.27,13.35,19.79,3.06,0.0
20141021:0000,10.08,2.06,18.57,2.52,0.0
20141021:0100,0.0,0.0,16.85,2.02,0.0
20141021:0200,0.0,0.0,15.12,1.51,0.0
20141021:0300,0.0,0.0,13.4,1.01,0.0
20141021:0400,0.0,0.0,12.26,1.1,0.0
20141021:0500,0.0,0.0,11.11,1.19,0.0
20141021:0600,0.0,0.0,9.97,1.28,0.0
20141021:0700,0.0,0.0,9.34,1.49,0.0
20141021:0800,0.0,0.0,8.72,1.7,0.0
20141021:0900,0.0,0.0,8.09,1.9,0.0
20141021:1000,0.0,0.0,7.85,1.99,0.0
20141021:1100,0.0,0.0,7.61,2.08,0.0
20141021:1200,0.0,0.0,7.37,2.17,0.0
20141021:1300,0.0,0.0,9.07,2.27,0.0
20141021:1400,246.98,7.61,10.76,2.37,0.0
20141021:1500,539.36,18.22,12.45,2.47,0.0
20141021:1600,777.28,27.64,15.09,1.82,0.0
20141021:1700,952.73,35.14,17.72,1.17,0.0
20141021:1800,1052.25,39.82,20.36,0.52,0.0
20141021:1900,323.57,40.81,20.62,1.21,0.0
20141021:2000,716.84,37.91,20.88,1.9,0.0
20141021:2100,573.47,31.71,21.15,2.59,0.0
20141021:2200,517.65,23.16,19.88,2.25,0.0
20141021:2300,400.76,13.07,18.61,1.9,0.0
20141022:0000,9.41,1.81,17.34,1.56,0.0
20141022:0100,0.0,0.0,15.86,1.57,0.0
20141022:0200,0.0,0.0,14.38,1.58,0.0
20141022:0300,0.0,0.0,12.9,1.59,0.0
20141022:0400,0.0,0.0,11.84,1.82,0.0
20141022:0500,0.0,0.0,10.78,2.06,0.0
20141022:0600,0.0,0.0,9.72,2.29,0.0
20141022:0700,0.0,0.0,9.28,2.37,0.0
20141022:0800,0.0,0.0,8.84,2.46,0.0
20141022:0900,0.0,0.0,8.4,2.54,0.0
20141022:1000,0.0,0.0,8.05,2.45,0.0
20141022:1100,0.0,0.0,7.7,2.35,0.0
20141022:1200,0.0,0.0,7.35,2.26,0.0
20141022:1300,0.0,0.0,8.87,2.25,0.0
20141022:1400,249.19,7.4,10.39,2.23,0.0
20141022:1500,546.11,17.99,11.91,2.22,0.0
20141022:1600,682.65,27.37,14.2,1.84,0.0
20141022:1700,959.99,34.83,16.48,1.47,0.0
20141022:1800,1059.75,39.47,18.77,1.09,0.0
20141022:1900,1076.88,40.45,19.36,1.06,0.0
20141022:2000,699.95,37.56,19.96,1.03,0.0
20141022:2100,874.46,31.39,20.56,1.01,0.0
20141022:2200,665.87,22.86,19.37,1.25,0.0
20141022:2300,324.45,12.8,18.19,1.49,0.0
20141023:0000,11.43,1.56,17.0,1.72,0.0
20141023:0100,0.0,0.0,15.57,1.55,0.0
20141023:0200,0.0,0.0,14.13,1.38,0.0
20141023:0300,0.0,0.0,12.7,1.21,0.0
20141023:0400,0.0,0.0,11.51,1.18,0.0
20141023:0500,0.0,0.0,10.32,1.15,0.0
20141023:0600,0.0,0.0,9.13,1.12,0.0
20141023:0700,0.0,0.0,8.46,1.15,0.0
20141023:0800,0.0,0.0,7.8,1.19,0.0
20141023:0900,0.0,0.0,7.13,1.23,0.0
20141023:1000,0.0,0.0,6.82,1.51,0.0
20141023:1100,0.0,0.0,6.52,1.8,0.0
20141023:1200,0.0,0.0,6.21,2.08,0.0
20141023:1300,0.0,0.0,7.84,2.42,0.0
20141023:1400,249.71,7.19,9.46,2.76,0.0
20141023:1500,546.72,17.75,11.09,3.1,0.0
20141023:1600,786.16,27.1,14.07,2.99,0.0
20141023:1700,962.28,34.53,17.06,2.88,0.0
20141023:1800,1063.88,39.13,20.04,2.77,0.0
20141023:1900,1082.66,40.1,21.01,2.42,0.0
20141023:2000,1019.6,37.22,21.98,2.06,1.0
20141023:2100,878.41,31.07,22.96,1.71,0.0
20141023:2200,669.4,22.57,21.52,2.12,0.0
20141023:2300,401.22,12.54,20.08,2.54,0.0
20141024:0000,8.07,1.32,18.64,2.95,0.0
20141024:0100,0.0,0.0,16.68,2.32,0.0
20141024:0200,0.0,0.0,14.73,1.68,0.0
20141024:0300,0.0,0.0,12.77,1.05,0.0
20141024:0400,0.0,0.0,11.45,1.31,0.0
20141024:0500,0.0,0.0,10.14,1.56,0.0
20141024:0600,0.0,0.0,8.82,1.82,0.0
20141024:0700,0.0,0.0,8.58,2.06,0.0
20141024:0800,0.0,0.0,8.35,2.3,0.0
20141024:0900,0.0,0.0,8.11,2.54,0.0
20141024:1000,0.0,0.0,7.81,2.61,0.0
20141024:1100,0.0,0.0,7.52,2.69,0.0
20141024:1200,0.0,0.0,7.22,2.76,0.0
20141024:1300,0.0,0.0,9.07,3.04,0.0
20141024:1400,196.95,6.97,10.91,3.32,0.0
20141024:1500,416.65,17.51,12.75,3.6,0.0
20141024:1600,800.58,26.83,16.36,3.51,0.0
20141024:1700,979.72,34.22,19.96,3.42,0.0
20141024:1800,1082.74,38.79,23.57,3.32,0.0
20141024:1900,1103.12,39.75,24.47,2.66,0.0
20141024:2000,1038.64,36.88,25.38,1.99,0.0
20141024:2100,894.52,30.76,26.29,1.32,0.0
20141024:2200,682.55,22.29,24.3,1.6,0.0
20141024:2300,410.88,12.28,22.32,1.89,0.0
20141025:0000,7.39,1.08,20.34,2.17,0.0
20141025:0100,0.0,0.0,18.4,1.86,0.0
20141025:0200,0.0,0.0,16.47,1.56,0.0
20141025:0300,0.0,0.0,14.53,1.26,0.0
20141025:0400,0.0,0.0,12.84,1.46,0.0
20141025:0500,0.0,0.0,11.15,1.67,0.0
20141025:0600,0.0,0.0,9.46,1.88,0.0
20141025:0700,0.0,0.0,9.27,2.06,0.0
20141025:0800,0.0,0.0,9.09,2.25,0.0
20141025:0900,0.0,0.0,8.9,2.44,0.0
20141025:1000,0.0,0.0,8.51,2.59,0.0
20141025:1100,0.0,0.0,8.12,2.74,0.0
20141025:1200,0.0,0.0,7.73,2.88,0.0
20141025:1300,0.0,0.0,9.18,3.14,0.0
20141025:1400,257.95,6.76,10.62,3.39,0.0
20141025:1500,567.68,17.27,12.06,3.64,0.0
20141025:1600,811.59,26.55,16.2,2.52,0.0
20141025:1700,988.89,33.91,20.35,1.41,0.0
20141025:1800,1090.27,38.46,24.49,0.29,0.0
20141025:1900,1109.04,39.4,25.14,0.84,0.0
20141025:2000,1044.54,36.54,25.8,1.38,0.0
20141025:2100,902.08,30.45,26.46,1.93,0.0
20141025:2200,688.13,22.0,24.54,1.73,0.0
20141025:2300,413.13,12.02,22.63,1.54,0.0
20141026:0000,0.0,0.0,20.72,1.34,0.0
20141026:0100,0.0,0.0,18.86,1.4,0.0
20141026:0200,0.0,0.0,16.99,1.46,0.0
20141026:0300,0.0,0.0,15.13,1.52,0.0
20141026:0400,0.0,0.0,13.93,1.91,0.0
20141026:0500,0.0,0.0,12.73,2.3,0.0
20141026:0600,0.0,0.0,11.53,2.69,0.0
20141026:0700,0.0,0.0,11.46,2.86,0.0
20141026:0800,0.0,0.0,11.4,3.02,0.0
20141026:0900,0.0,0.0,11.33,3.19,0.0
20141026:1000,0.0,0.0,11.34,3.1,0.0
20141026:1100,0.0,0.0,11.35,3.02,0.0
20141026:1200,0.0,0.0,11.36,2.94,0.0
20141026:1300,0.0,0.0,12.29,3.09,0.0
20141026:1400,245.19,6.54,13.21,3.23,0.0
20141026:1500,549.17,17.03,14.13,3.38,0.0
20141026:1600,793.38,26.28,16.41,3.85,0.0
20141026:1700,972.52,33.61,18.68,4.33,0.0
20141026:1800,1076.33,38.12,20.96,4.8,0.0
20141026:1900,1095.24,39.06,21.48,4.54,0.0
20141026:2000,1032.06,36.21,22.0,4.29,0.0
20141026:2100,890.4,30.14,22.53,4.03,0.0
20141026:2200,678.25,21.73,21.1,3.6,0.0
20141026:2300,405.62,11.77,19.68,3.17,0.0
20141027:0000,0.0,0.0,18.26,2.74,0.0
20141027:0100,0.0,0.0,17.5,2.47,0.0
20141027:0200,0.0,0.0,16.75,2.19,0.0
20141027:0300,0.0,0.0,15.99,1.92,0.0
20141027:0400,0.0,0.0,15.23,2.05,0.0
20141027:0500,0.0,0.0,14.46,2.17,0.0
20141027:0600,0.0,0.0,13.7,2.3,0.0
20141027:0700,0.0,0.0,13.23,2.39,0.0
20141027:0800,0.0,0.0,12.77,2.48,0.0
20141027:0900,0.0,0.0,12.3,2.57,0.0
20141027:1000,0.0,0.0,11.62,2.4,0.0
20141027:1100,0.0,0.0,10.93,2.23,0.0
20141027:1200,0.0,0.0,10.25,2.06,0.0
20141027:1300,0.0,0.0,11.16,2.13,0.0
20141027:1400,247.13,6.33,12.06,2.2,0.0
20141027:1500,558.4,16.79,12.96,2.28,0.0
20141027:1600,802.8,26.01,14.57,3.01,0.0
20141027:1700,979.87,33.3,16.19,3.75,0.0
20141027:1800,559.81,37.79,17.8,4.48,0.0
20141027:1900,1102.85,38.71,18.04,4.22,0.0
20141027:2000,608.16,35.88,18.29,3.95,0.0
20141027:2100,436.53,29.84,18.54,3.68,0.0
20141027:2200,685.67,21.45,16.99,4.19,0.0
20141027:2300,410.18,11.52,15.45,4.69,0.0
20141028:0000,0.0,0.0,13.9,5.2,0.0
20141028:0100,0.0,0.0,12.18,4.48,0.0
20141028:0200,0.0,0.0,10.46,3.77,0.0
20141028:0300,0.0,0.0,8.74,3.05,0.0
20141028:0400,0.0,0.0,7.71,2.45,0.0
20141028:0500,0.0,0.0,6.68,1.84,0.0
20141028:0600,0.0,0.0,5.65,1.24,0.0
20141028:0700,0.0,0.0,5.03,1.27,0.0
20141028:0800,0.0,0.0,4.42,1.31,0.0
20141028:0900,0.0,0.0,3.8,1.34,0.0
20141028:1000,0.0,0.0,3.72,1.4,0.0
20141028:1100,0.0,0.0,3.63,1.46,0.0
20141028:1200,0.0,0.0,3.55,1.52,0.0
20141028:1300,0.0,0.0,4.83,1.24,0.0
20141028:1400,257.48,6.11,6.11,0.96,0.0
20141028:1500,574.69,16.55,7.39,0.68,0.0
20141028:1600,826.91,25.74,10.1,0.97,0.0
20141028:1700,1010.07,33.0,12.82,1.27,0.0
20141028:1800,1114.94,37.46,15.53,1.57,0.0
20141028:1900,1132.06,38.38,16.49,2.08,0.0
20141028:2000,1065.89,35.56,17.45,2.59,0.0
20141028:2100,919.84,29.54,18.42,3.1,0.0
20141028:2200,699.3,21.18,16.79,2.83,0.0
20141028:2300,417.58,11.27,15.16,2.56,0.0
20141029:0000,0.0,0.0,13.53,2.29,0.0
20141029:0100,0.0,0.0,11.75,1.89,0.0
20141029:0200,0.0,0.0,9.98,1.49,0.0
20141029:0300,0.0,0.0,8.2,1.09,0.0
20141029:0400,0.0,0.0,7.19,1.09,0.0
20141029:0500,0.0,0.0,6.18,1.08,0.0
20141029:0600,0.0,0.0,5.17,1.08,0.0
20141029:0700,0.0,0.0,4.85,1.33,0.0
20141029:0800,0.0,0.0,4.54,1.58,0.0
20141029:0900,0.0,0.0,4.22,1.83,0.0
20141029:1000,0.0,0.0,4.18,1.99,0.0
20141029:1100,0.0,0.0,4.15,2.15,0.0
20141029:1200,0.0,0.0,4.11,2.3,0.0
20141029:1300,0.0,0.0,5.45,2.68,0.0
20141029:1400,262.22,5.9,6.78,3.06,0.0
20141029:1500,582.19,16.31,8.11,3.43,0.0
20141029:1600,830.67,25.48,11.42,3.37,0.0
20141029:1700,1008.87,32.7,14.73,3.3,0.0
20141029:1800,1108.93,37.14,18.04,3.23,0.0
20141029:1900,1122.89,38.04,18.93,3.1,0.0
20141029:2000,1052.94,35.24,19.82,2.97,0.0
20141029:2100,907.61,29.24,20.71,2.84,0.0
20141029:2200,690.79,20.92,19.08,2.83,0.0
20141029:2300,411.88,11.03,17.46,2.81,0.0
20141030:0000,0.0,0.0,15.84,2.8,0.0
20141030:0100,0.0,0.0,13.87,2.64,0.0
20141030:0200,0.0,0.0,11.89,2.48,0.0
20141030:0300,0.0,0.0,9.92,2.32,0.0
20141030:0400,0.0,0.0,9.05,2.27,0.0
20141030:0500,0.0,0.0,8.18,2.22,0.0
20141030:0600,0.0,0.0,7.31,2.17,0.0
20141030:0700,0.0,0.0,6.79,1.8,0.0
20141030:0800,0.0,0.0,6.26,1.43,0.0
20141030:0900,0.0,0.0,5.74,1.06,0.0
20141030:1000,0.0,0.0,5.5,1.05,0.0
20141030:1100,0.0,0.0,5.26,1.04,0.0
20141030:1200,0.0,0.0,5.02,1.03,0.0
20141030:1300,0.0,0.0,6.36,0.82,0.0
20141030:1400,235.77,5.68,7.69,0.6,0.0
20141030:1500,557.41,16.07,9.02,0.39,0.0
20141030:1600,805.56,25.21,11.83,1.32,0.0
20141030:1700,982.69,32.4,14.65,2.26,0.0
20141030:1800,1085.62,36.81,17.46,3.2,0.0
20141030:1900,1104.69,37.71,18.42,3.08,0.0
20141030:2000,1041.16,34.92,19.38,2.96,1.0
20141030:2100,898.42,28.96,20.34,2.84,0.0
20141030:2200,681.43,20.66,18.59,2.77,0.0
20141030:2300,402.76,10.8,16.85,2.69,0.0
20141031:0000,0.0,0.0,15.1,2.62,0.0
20141031:0100,0.0,0.0,13.54,2.29,0.0
20141031:0200,0.0,0.0,11.98,1.97,0.0
20141031:0300,0.0,0.0,10.42,1.64,0.0
20141031:0400,0.0,0.0,9.43,1.39,0.0
20141031:0500,0.0,0.0,8.45,1.14,0.0
20141031:0600,0.0,0.0,7.46,0.88,0.0
20141031:0700,0.0,0.0,6.68,0.81,0.0
20141031:0800,0.0,0.0,5.91,0.74,0.0
20141031:0900,0.0,0.0,5.13,0.66,0.0
20141031:1000,0.0,0.0,4.9,0.8,0.0
20141031:1100,0.0,0.0,4.68,0.95,0.0
20141031:1200,0.0,0.0,4.45,1.09,0.0
20141031:1300,0.0,0.0,5.86,1.29,0.0
20141031:1400,231.37,5.46,7.27,1.49,0.0
20141031:1500,255.66,15.84,8.68,1.7,0.0
20141031:1600,468.29,24.94,11.84,1.71,0.0
20141031:1700,986.64,32.1,15.0,1.71,0.0
20141031:1800,1089.47,36.49,18.16,1.72,0.0
20141031:1900,1108.76,37.38,19.07,1.95,0.0
20141031:2000,565.34,34.61,19.98,2.17,0.0
20141031:2100,692.47,28.67,20.9,2.4,0.0
20141031:2200,680.65,20.4,19.28,2.34,0.0
20141031:2300,396.01,10.57,17.67,2.29,0.0
20141101:0000,0.0,0.0,16.06,2.23,0.0
20141101:0100,0.0,0.0,14.38,2.0,0.0
20141101:0200,0.0,0.0,12.7,1.77,0.0
20141101:0300,0.0,0.0,11.02,1.54,0.0
20141101:0400,0.0,0.0,10.08,1.63,0.0
20141101:0500,0.0,0.0,9.13,1.72,0.0
20141101:0600,0.0,0.0,8.18,1.81,0.0
20141101:0700,0.0,0.0,7.87,2.15,0.0
20141101:0800,0.0,0.0,7.55,2.5,0.0
20141101:0900,0.0,0.0,7.24,2.84,0.0
20141101:1000,0.0,0.0,7.01,2.7,0.0
20141101:1100,0.0,0.0,6.78,2.56,0.0
20141101:1200,0.0,0.0,6.56,2.41,0.0
20141101:1300,0.0,0.0,7.6,2.87,0.0
20141101:1400,59.61,5.25,8.65,3.32,0.0
20141101:1500,122.24,15.6,9.7,3.78,0.0
20141101:1600,32.25,24.67,12.26,3.59,0.0
20141101:1700,122.46,31.81,14.81,3.4,0.0
20141101:1800,244.36,36.17,17.37,3.21,0.0
20141101:1900,227.93,37.06,17.85,2.72,0.0
20141101:2000,596.73,34.3,18.33,2.22,0.0
20141101:2100,877.71,28.39,18.81,1.72,0.0
20141101:2200,666.7,20.15,17.63,1.27,0.0
20141101:2300,387.45,10.34,16.45,0.82,0.0
20141102:0000,0.0,0.0,15.26,0.37,0.0
20141102:0100,0.0,0.0,13.79,0.79,0.0
20141102:0200,0.0,0.0,12.32,1.2,0.0
20141102:0300,0.0,0.0,10.85,1.61,0.0
20141102:0400,0.0,0.0,10.51,1.77,0.0
20141102:0500,0.0,0.0,10.17,1.94,0.0
20141102:0600,0.0,0.0,9.82,2.1,0.0
20141102:0700,0.0,0.0,9.6,2.07,0.0
20141102:0800,0.0,0.0,9.37,2.05,0.0
20141102:0900,0.0,0.0,9.15,2.03,0.0
20141102:1000,0.0,0.0,8.94,1.98,0.0
20141102:1100,0.0,0.0,8.73,1.94,0.0
20141102:1200,0.0,0.0,8.53,1.89,0.0
20141102:1300,0.0,0.0,9.41,2.26,0.0
20141102:1400,39.34,5.03,10.3,2.63,0.0
20141102:1500,283.03,15.36,11.18,3.01,0.0
20141102:1600,433.08,24.41,12.53,4.14,0.0
20141102:1700,964.71,31.51,13.87,5.28,0.0
20141102:1800,350.08,35.86,15.22,6.41,0.0
20141102:1900,899.61,36.74,15.56,5.83,0.0
20141102:2000,46.41,34.0,15.9,5.25,0.0
20141102:2100,145.01,28.11,16.24,4.66,0.0
20141102:2200,51.91,19.9,14.84,3.79,0.0
20141102:2300,67.73,10.12,13.43,2.92,0.0
20141103:0000,0.0,0.0,12.02,2.06,0.0
20141103:0100,0.0,0.0,10.87,1.98,0.0
20141103:0200,0.0,0.0,9.72,1.9,0.0
20141103:0300,0.0,0.0,8.57,1.82,0.0
20141103:0400,0.0,0.0,7.94,1.97,0.0
20141103:0500,0.0,0.0,7.3,2.12,0.0
20141103:0600,0.0,0.0,6.66,2.28,0.0
20141103:0700,0.0,0.0,6.46,2.36,0.0
20141103:0800,0.0,0.0,6.25,2.45,0.0
20141103:0900,0.0,0.0,6.05,2.54,0.0
20141103:1000,0.0,0.0,5.83,2.57,0.0
20141103:1100,0.0,0.0,5.61,2.61,0.0
20141103:1200,0.0,0.0,5.4,2.65,0.0
20141103:1300,0.0,0.0,5.63,3.09,0.0
20141103:1400,227.05,4.82,5.87,3.53,0.0
20141103:1500,565.81,15.12,6.11,3.97,0.0
20141103:1600,817.59,24.14,7.47,4.8,0.0
20141103:1700,1001.5,31.22,8.83,5.64,0.0
20141103:1800,1108.1,35.55,10.19,6.47,0.0
20141103:1900,1130.9,36.43,11.04,5.99,0.0
20141103:2000,1067.34,33.7,11.9,5.5,0.0
20141103:2100,920.39,27.84,12.75,5.02,0.0
20141103:2200,700.66,19.66,11.71,4.54,0.0
20141103:2300,408.67,9.9,10.67,4.06,0.0
20141104:0000,0.0,0.0,9.62,3.59,0.0
20141104:0100,0.0,0.0,8.13,3.33,0.0
20141104:0200,0.0,0.0,6.63,3.08,0.0
20141104:0300,0.0,0.0,5.13,2.83,0.0
20141104:0400,0.0,0.0,4.74,2.13,0.0
20141104:0500,0.0,0.0,4.35,1.43,0.0
20141104:0600,0.0,0.0,3.96,0.73,0.0
20141104:0700,0.0,0.0,3.61,0.95,0.0
20141104:0800,0.0,0.0,3.27,1.16,0.0
20141104:0900,0.0,0.0,2.92,1.38,0.0
20141104:1000,0.0,0.0,2.66,1.55,0.0
20141104:1100,0.0,0.0,2.4,1.73,0.0
20141104:1200,0.0,0.0,2.15,1.9,0.0
20141104:1300,0.0,0.0,3.11,1.72,0.0
20141104:1400,219.08,4.6,4.08,1.54,0.0
20141104:1500,560.33,14.88,5.04,1.37,0.0
20141104:1600,816.69,23.88,7.08,1.11,0.0
20141104:1700,1003.2,30.93,9.12,0.86,0.0
20141104:1800,1111.8,35.24,11.16,0.61,0.0
20141104:1900,1136.42,36.12,12.3,0.78,0.0
20141104:2000,1074.64,33.41,13.45,0.96,0.0
20141104:2100,931.58,27.58,14.6,1.13,0.0
20141104:2200,712.45,19.43,13.48,1.66,0.0
20141104:2300,419.09,9.69,12.35,2.18,0.0
20141105:0000,0.0,0.0,11.22,2.7,0.0
20141105:0100,0.0,0.0,9.08,2.19,0.0
20141105:0200,0.0,0.0,6.94,1.68,0.0
20141105:0300,0.0,0.0,4.79,1.17,0.0
20141105:0400,0.0,0.0,4.24,1.63,0.0
20141105:0500,0.0,0.0,3.69,2.09,0.0
20141105:0600,0.0,0.0,3.14,2.55,0.0
20141105:0700,0.0,0.0,3.04,2.79,0.0
20141105:0800,0.0,0.0,2.95,3.02,0.0
20141105:0900,0.0,0.0,2.85,3.26,0.0
20141105:1000,0.0,0.0,2.92,3.48,0.0
20141105:1100,0.0,0.0,2.99,3.7,0.0
20141105:1200,0.0,0.0,3.06,3.92,0.0
20141105:1300,0.0,0.0,4.53,3.94,0.0
20141105:1400,210.36,4.38,6.0,3.97,0.0
20141105:1500,550.07,14.65,7.47,4.0,0.0
20141105:1600,801.41,23.62,10.47,3.25,0.0
20141105:1700,980.43,30.65,13.46,2.5,0.0
20141105:1800,1082.93,34.94,16.46,1.75,0.0
20141105:1900,1102.41,35.81,17.29,2.28,0.0
20141105:2000,1037.8,33.12,18.13,2.81,0.0
20141105:2100,896.09,27.32,18.97,3.34,0.0
20141105:2200,679.1,19.19,17.41,3.06,0.0
20141105:2300,390.02,9.49,15.85,2.78,0.0
20141106:0000,0.0,0.0,14.28,2.5,0.0
20141106:0100,0.0,0.0,12.34,2.19,0.0
20141106:0200,0.0,0.0,10.4,1.89,0.0
20141106:0300,0.0,0.0,8.45,1.59,0.0
20141106:0400,0.0,0.0,7.26,1.41,0.0
20141106:0500,0.0,0.0,6.06,1.23,0.0
20141106:0600,0.0,0.0,4.86,1.05,0.0
20141106:0700,0.0,0.0,4.52,1.05,0.0
20141106:0800,0.0,0.0,4.18,1.05,0.0
20141106:0900,0.0,0.0,3.84,1.05,0.0
20141106:1000,0.0,0.0,3.86,1.11,0.0
20141106:1100,0.0,0.0,3.88,1.18,0.0
20141106:1200,0.0,0.0,3.91,1.24,0.0
20141106:1300,0.0,0.0,5.1,1.27,0.0
20141106:1400,206.93,4.17,6.3,1.31,0.0
20141106:1500,551.88,14.41,7.49,1.34,0.0
20141106:1600,802.17,23.36,11.28,1.26,0.0
20141106:1700,983.63,30.36,15.07,1.18,0.0
20141106:1800,1086.48,34.63,18.86,1.1,0.0
20141106:1900,1107.51,35.51,19.9,1.56,0.0
20141106:2000,1042.81,32.83,20.95,2.02,1.0
20141106:2100,898.95,27.06,22.0,2.48,0.0
20141106:2200,681.23,18.97,19.58,2.36,0.0
20141106:2300,390.89,9.29,17.15,2.24,0.0
20141107:0000,0.0,0.0,14.72,2.12,0.0
20141107:0100,0.0,0.0,12.79,1.94,0.0
20141107:0200,0.0,0.0,10.86,1.76,0.0
20141107:0300,0.0,0.0,8.92,1.57,0.0
20141107:0400,0.0,0.0,8.0,2.0,0.0
20141107:0500,0.0,0.0,7.07,2.44,0.0
20141107:0600,0.0,0.0,6.14,2.87,0.0
20141107:0700,0.0,0.0,5.87,3.24,0.0
20141107:0800,0.0,0.0,5.6,3.6,0.0
20141107:0900,0.0,0.0,5.33,3.97,0.0
20141107:1000,0.0,0.0,5.17,4.11,0.0
20141107:1100,0.0,0.0,5.01,4.26,0.0
20141107:1200,0.0,0.0,4.85,4.4,0.0
20141107:1300,0.0,0.0,5.88,4.77,0.0
20141107:1400,91.52,3.95,6.92,5.14,0.0
20141107:1500,183.38,14.18,7.96,5.52,0.0
20141107:1600,256.41,23.1,11.6,5.56,0.0
20141107:1700,374.12,30.08,15.25,5.61,0.0
20141107:1800,163.86,34.34,18.89,5.66,0.0
20141107:1900,148.39,35.21,19.48,4.76,0.0
20141107:2000,802.96,32.55,20.08,3.87,0.0
20141107:2100,699.31,26.81,20.68,2.98,0.0
20141107:2200,203.54,18.75,18.9,2.05,0.0
20141107:2300,228.86,9.09,17.12,1.11,0.0
20141108:0000,0.0,0.0,15.34,0.18,0.0
20141108:0100,0.0,0.0,13.35,1.53,0.0
20141108:0200,0.0,0.0,11.36,2.87,0.0
20141108:0300,0.0,0.0,9.36,4.22,0.0
20141108:0400,0.0,0.0,8.21,3.57,0.0
20141108:0500,0.0,0.0,7.06,2.91,0.0
20141108:0600,0.0,0.0,5.91,2.26,0.0
20141108:0700,0.0,0.0,5.5,1.84,0.0
20141108:0800,0.0,0.0,5.1,1.43,0.0
20141108:0900,0.0,0.0,4.69,1.01,0.0
20141108:1000,0.0,0.0,4.55,1.08,0.0
20141108:1100,0.0,0.0,4.41,1.15,0.0
20141108:1200,0.0,0.0,4.28,1.23,0.0
20141108:1300,0.0,0.0,5.13,1.35,0.0
20141108:1400,200.78,3.74,5.98,1.47,0.0
20141108:1500,561.81,13.94,6.83,1.59,0.0
20141108:1600,816.81,22.84,9.78,1.15,0.0
20141108:1700,999.57,29.8,12.73,0.72,0.0
20141108:1800,1105.91,34.04,15.68,0.29,0.0
20141108:1900,1128.64,34.92,17.12,0.91,0.0
20141108:2000,1065.92,32.28,18.57,1.53,0.0
20141108:2100,922.66,26.56,20.01,2.15,0.0
20141108:2200,702.36,18.53,17.98,1.77,0.0
20141108:2300,407.25,8.9,15.95,1.39,0.0
20141109:0000,0.0,0.0,13.91,1.01,0.0
20141109:0100,0.0,0.0,11.98,1.74,0.0
20141109:0200,0.0,0.0,10.05,2.48,0.0
20141109:0300,0.0,0.0,8.11,3.21,0.0
20141109:0400,0.0,0.0,7.31,3.29,0.0
20141109:0500,0.0,0.0,6.5,3.36,0.0
20141109:0600,0.0,0.0,5.69,3.43,0.0
20141109:0700,0.0,0.0,5.31,3.28,0.0
20141109:0800,0.0,0.0,4.92,3.12,0.0
20141109:0900,0.0,0.0,4.54,2.97,0.0
20141109:1000,0.0,0.0,4.49,3.13,0.0
20141109:1100,0.0,0.0,4.44,3.29,0.0
20141109:1200,0.0,0.0,4.39,3.45,0.0
20141109:1300,0.0,0.0,5.18,3.67,0.0
20141109:1400,168.83,3.53,5.98,3.89,0.0
20141109:1500,348.01,13.71,6.78,4.11,0.0
20141109:1600,575.04,22.59,10.12,4.06,0.0
20141109:1700,999.01,29.52,13.47,4.02,0.0
20141109:1800,1098.05,33.75,16.81,3.97,0.0
20141109:1900,883.2,34.64,18.05,4.01,0.0
20141109:2000,575.19,32.01,19.29,4.06,0.0
20141109:2100,455.37,26.32,20.53,4.1,0.0
20141109:2200,163.73,18.32,18.22,3.65,0.0
20141109:2300,40.9,8.72,15.91,3.2,0.0
20141110:0000,0.0,0.0,13.6,2.76,0.0
20141110:0100,0.0,0.0,11.89,2.75,0.0
20141110:0200,0.0,0.0,10.18,2.75,0.0
20141110:0300,0.0,0.0,8.47,2.74,0.0
20141110:0400,0.0,0.0,7.63,2.82,0.0
20141110:0500,0.0,0.0,6.79,2.89,0.0
20141110:0600,0.0,0.0,5.94,2.97,0.0
20141110:0700,0.0,0.0,5.65,3.0,0.0
20141110:0800,0.0,0.0,5.37,3.04,0.0
20141110:0900,0.0,0.0,5.08,3.08,0.0
20141110:1000,0.0,0.0,5.48,3.09,0.0
